Date,buy tesla_unscaled,scale,buy tesla,elon musk_unscaled,scale,elon musk,model 3_unscaled,scale,model 3,model y_unscaled,scale,model y,tsla stock_unscaled,scale,tsla stock,tesla earnings_unscaled,scale,tesla earnings,car market_unscaled,scale,car market,electric vehicles_unscaled,scale,electric vehicles,environment_unscaled,scale,environment,elon musk fraud_unscaled,scale,elon musk fraud,whistleblower_unscaled,scale,whistleblower,union_unscaled,scale,union,tesla debt_unscaled,scale,tesla debt,subsidy_unscaled,scale,subsidy,Open,High,Low,Close,Out
2021-03-23,48,0.38,18.240000000000002,25,0.1,2.5,74,0.86,63.64,48,0.9,43.2,46,0.64,29.44,18,0.04,0.72,60,0.63,37.8,31,0.51,15.81,91,0.81,73.71000000000001,0.0,0.0,0.0,23,0.03,0.69,79,0.9,71.10000000000001,29,0.0,0.0,60,0.86,51.6,675.77001953125,677.7999877929688,657.510009765625,662.1599731445312,1
2021-03-24,58,0.38,22.04,35,0.1,3.5,88,0.86,75.67999999999999,51,0.9,45.9,46,0.64,29.44,35,0.04,1.4000000000000001,32,0.63,20.16,51,0.51,26.01,84,0.81,68.04,0.0,0.0,0.0,37,0.03,1.1099999999999999,77,0.9,69.3,29,0.0,0.0,95,0.86,81.7,667.9099731445312,668.02001953125,630.1099853515625,630.27001953125,1
2021-03-25,43,0.38,16.34,28,0.1,2.8000000000000003,92,0.86,79.12,50,0.9,45.0,45,0.64,28.8,36,0.04,1.44,65,0.63,40.95,52,0.51,26.52,92,0.81,74.52000000000001,0.0,0.0,0.0,30,0.03,0.8999999999999999,78,0.9,70.2,0,0.0,0.0,79,0.86,67.94,613.0,645.5,609.5,640.3900146484375,0
2021-03-26,39,0.38,14.82,37,0.1,3.7,64,0.86,55.04,54,0.9,48.6,51,0.64,32.64,37,0.04,1.48,29,0.63,18.27,49,0.51,24.990000000000002,69,0.81,55.89,0.0,0.0,0.0,32,0.03,0.96,79,0.9,71.10000000000001,0,0.0,0.0,31,0.86,26.66,641.8699951171875,643.8200073242188,599.8900146484375,618.7100219726562,1
2021-03-27,37,0.38,14.06,31,0.1,3.1,87,0.86,74.82,94,0.9,84.60000000000001,10,0.64,6.4,21,0.04,0.84,21,0.63,13.23,24,0.51,12.24,37,0.81,29.970000000000002,0.0,0.0,0.0,26,0.03,0.78,63,0.9,56.7,0,0.0,0.0,21,0.86,18.06,641.8699951171875,643.8200073242188,599.8900146484375,618.7100219726562,1
2021-03-28,53,0.32,16.96,34,0.11,3.74,91,0.79,71.89,80,0.92,73.60000000000001,5,0.55,2.75,100,0.13,13.0,31,0.72,22.32,64,0.67,42.88,44,0.77,33.88,0.0,0.0,0.0,42,0.04,1.68,49,0.95,46.55,0,0.0,0.0,47,0.81,38.07,641.8699951171875,643.8200073242188,599.8900146484375,618.7100219726562,1
2021-03-29,75,0.32,24.0,23,0.11,2.53,65,0.79,51.35,71,0.92,65.32000000000001,44,0.55,24.200000000000003,18,0.13,2.34,51,0.72,36.72,47,0.67,31.490000000000002,81,0.77,62.370000000000005,0.0,0.0,0.0,61,0.04,2.44,81,0.95,76.95,0,0.0,0.0,79,0.81,63.99,615.6400146484375,616.47998046875,596.02001953125,611.2899780273438,1
2021-03-30,27,0.32,8.64,32,0.11,3.52,66,0.79,52.14,46,0.92,42.32,51,0.55,28.05,37,0.13,4.8100000000000005,100,0.72,72.0,59,0.67,39.53,85,0.77,65.45,0.0,0.0,0.0,31,0.04,1.24,81,0.95,76.95,30,0.0,0.0,93,0.81,75.33,601.75,637.6599731445312,591.010009765625,635.6199951171875,0
2021-03-31,37,0.32,11.84,29,0.11,3.19,79,0.79,62.410000000000004,86,0.92,79.12,45,0.55,24.750000000000004,0,0.13,0.0,64,0.72,46.08,52,0.67,34.84,88,0.77,67.76,0.0,0.0,0.0,53,0.04,2.12,81,0.95,76.95,29,0.0,0.0,72,0.81,58.32000000000001,646.6199951171875,672.0,641.1099853515625,667.9299926757812,0
2021-04-01,39,0.32,12.48,38,0.11,4.18,78,0.79,61.620000000000005,50,0.92,46.0,61,0.55,33.550000000000004,2,0.13,0.26,62,0.72,44.64,52,0.67,34.84,55,0.77,42.35,0.0,0.0,0.0,39,0.04,1.56,100,0.95,95.0,0,0.0,0.0,30,0.81,24.3,688.3699951171875,692.4199829101562,659.4199829101562,661.75,1
2021-04-02,46,0.32,14.72,26,0.11,2.86,54,0.79,42.660000000000004,72,0.92,66.24000000000001,27,0.55,14.850000000000001,6,0.13,0.78,50,0.72,36.0,76,0.67,50.92,58,0.77,44.660000000000004,0.0,0.0,0.0,41,0.04,1.6400000000000001,100,0.95,95.0,0,0.0,0.0,74,0.81,59.940000000000005,688.3699951171875,692.4199829101562,659.4199829101562,661.75,1
2021-04-03,32,0.32,10.24,29,0.11,3.19,74,0.79,58.46,100,0.92,92.0,14,0.55,7.700000000000001,1,0.13,0.13,78,0.72,56.16,36,0.67,24.12,39,0.77,30.03,0.0,0.0,0.0,34,0.04,1.36,76,0.95,72.2,58,0.0,0.0,20,0.81,16.200000000000003,688.3699951171875,692.4199829101562,659.4199829101562,661.75,1
2021-04-04,53,0.39,20.67,25,0.11,2.75,93,0.94,87.42,98,0.79,77.42,10,0.6,6.0,2,0.07,0.14,73,0.65,47.45,62,0.74,45.88,36,0.81,29.160000000000004,0.0,0.0,0.0,35,0.04,1.4000000000000001,55,0.87,47.85,0,0.4,0.0,21,1.0,21.0,688.3699951171875,692.4199829101562,659.4199829101562,661.75,1
2021-04-05,57,0.39,22.23,29,0.11,3.19,61,0.94,57.339999999999996,59,0.79,46.61,100,0.6,60.0,2,0.07,0.14,63,0.65,40.95,80,0.74,59.2,55,0.81,44.550000000000004,0.0,0.0,0.0,30,0.04,1.2,89,0.87,77.42999999999999,0,0.4,0.0,85,1.0,85.0,707.7100219726562,708.1599731445312,684.7000122070312,691.0499877929688,1
2021-04-06,72,0.39,28.080000000000002,27,0.11,2.97,60,0.94,56.4,53,0.79,41.870000000000005,66,0.6,39.6,0,0.07,0.0,82,0.65,53.300000000000004,78,0.74,57.72,58,0.81,46.980000000000004,0.0,0.0,0.0,59,0.04,2.36,96,0.87,83.52,0,0.4,0.0,83,1.0,83.0,690.2999877929688,696.5499877929688,681.3699951171875,691.6199951171875,0
2021-04-07,33,0.39,12.870000000000001,31,0.11,3.41,79,0.94,74.25999999999999,70,0.79,55.300000000000004,54,0.6,32.4,1,0.07,0.07,80,0.65,52.0,51,0.74,37.74,62,0.81,50.220000000000006,0.0,0.0,0.0,38,0.04,1.52,86,0.87,74.82,0,0.4,0.0,69,1.0,69.0,687.0,691.3800048828125,667.8400268554688,670.969970703125,1
2021-04-08,59,0.39,23.01,26,0.11,2.86,63,0.94,59.22,55,0.79,43.45,53,0.6,31.799999999999997,3,0.07,0.21000000000000002,46,0.65,29.900000000000002,46,0.74,34.04,67,0.81,54.27,0.0,0.0,0.0,57,0.04,2.2800000000000002,89,0.87,77.42999999999999,49,0.4,19.6,75,1.0,75.0,677.3800048828125,689.5499877929688,671.6500244140625,683.7999877929688,0
2021-04-09,38,0.39,14.82,37,0.11,4.07,75,0.94,70.5,73,0.79,57.67,47,0.6,28.2,4,0.07,0.28,81,0.65,52.65,41,0.74,30.34,52,0.81,42.120000000000005,0.0,0.0,0.0,87,0.04,3.48,92,0.87,80.04,0,0.4,0.0,47,1.0,47.0,677.77001953125,680.969970703125,669.4299926757812,677.02001953125,1
2021-04-10,37,0.39,14.43,37,0.11,4.07,78,0.94,73.32,74,0.79,58.46,9,0.6,5.3999999999999995,6,0.07,0.42000000000000004,83,0.65,53.95,29,0.74,21.46,31,0.81,25.110000000000003,0.0,0.0,0.0,54,0.04,2.16,78,0.87,67.86,0,0.4,0.0,20,1.0,20.0,677.77001953125,680.969970703125,669.4299926757812,677.02001953125,1
2021-04-11,37,0.34,12.58,50,0.18,9.0,82,0.84,68.88,74,0.8,59.2,6,0.59,3.54,1,0.11,0.11,75,0.51,38.25,58,0.65,37.7,39,0.93,36.27,0.0,0.0,0.0,76,0.03,2.28,58,0.87,50.46,0,0.2,0.0,26,0.88,22.88,677.77001953125,680.969970703125,669.4299926757812,677.02001953125,1
2021-04-12,54,0.34,18.360000000000003,41,0.18,7.38,82,0.84,68.88,74,0.8,59.2,55,0.59,32.449999999999996,3,0.11,0.33,40,0.51,20.4,56,0.65,36.4,72,0.93,66.96000000000001,0.0,0.0,0.0,38,0.03,1.14,92,0.87,80.04,0,0.2,0.0,35,0.88,30.8,685.7000122070312,704.7999877929688,682.0900268554688,701.97998046875,0
2021-04-13,73,0.34,24.82,49,0.18,8.82,74,0.84,62.16,57,0.8,45.6,87,0.59,51.33,7,0.11,0.77,34,0.51,17.34,58,0.65,37.7,69,0.93,64.17,0.0,0.0,0.0,40,0.03,1.2,90,0.87,78.3,51,0.2,10.200000000000001,77,0.88,67.76,712.7000122070312,763.0,710.6599731445312,762.3200073242188,0
2021-04-14,38,0.34,12.920000000000002,60,0.18,10.799999999999999,55,0.84,46.199999999999996,52,0.8,41.6,75,0.59,44.25,9,0.11,0.99,87,0.51,44.37,61,0.65,39.65,73,0.93,67.89,0.0,0.0,0.0,67,0.03,2.01,89,0.87,77.42999999999999,0,0.2,0.0,86,0.88,75.68,770.7000122070312,780.7899780273438,728.030029296875,732.22998046875,1
2021-04-15,33,0.34,11.22,47,0.18,8.459999999999999,64,0.84,53.76,43,0.8,34.4,60,0.59,35.4,4,0.11,0.44,100,0.51,51.0,46,0.65,29.900000000000002,68,0.93,63.24,0.0,0.0,0.0,48,0.03,1.44,90,0.87,78.3,49,0.2,9.8,81,0.88,71.28,743.0999755859375,743.6900024414062,721.3099975585938,738.8499755859375,1
2021-04-16,90,0.34,30.6,100,0.18,18.0,59,0.84,49.559999999999995,61,0.8,48.800000000000004,61,0.59,35.989999999999995,6,0.11,0.66,41,0.51,20.91,53,0.65,34.45,64,0.93,59.52,0.0,0.0,0.0,30,0.03,0.8999999999999999,95,0.87,82.65,0,0.2,0.0,72,0.88,63.36,728.6500244140625,749.4099731445312,724.5999755859375,739.780029296875,0
2021-04-17,25,0.34,8.5,74,0.18,13.32,63,0.84,52.919999999999995,88,0.8,70.4,13,0.59,7.67,2,0.11,0.22,62,0.51,31.62,41,0.65,26.650000000000002,30,0.93,27.900000000000002,0.0,0.0,0.0,56,0.03,1.68,76,0.87,66.12,0,0.2,0.0,20,0.88,17.6,728.6500244140625,749.4099731445312,724.5999755859375,739.780029296875,0
2021-04-18,38,0.38,14.44,52,0.17,8.84,100,0.88,88.0,78,0.79,61.620000000000005,8,0.52,4.16,1,0.24,0.24,70,0.64,44.800000000000004,47,0.61,28.669999999999998,41,1.0,41.0,0.0,0.0,0.0,56,0.04,2.24,58,0.85,49.3,0,0.2,0.0,40,0.93,37.2,728.6500244140625,749.4099731445312,724.5999755859375,739.780029296875,0
2021-04-19,100,0.38,38.0,56,0.17,9.520000000000001,70,0.88,61.6,63,0.79,49.77,60,0.52,31.200000000000003,10,0.24,2.4,82,0.64,52.480000000000004,36,0.61,21.96,81,1.0,81.0,0.0,0.0,0.0,49,0.04,1.96,91,0.85,77.35,50,0.2,10.0,89,0.93,82.77000000000001,719.5999755859375,725.4000244140625,691.7999877929688,714.6300048828125,1
2021-04-20,83,0.38,31.54,67,0.17,11.39,64,0.88,56.32,58,0.79,45.82,59,0.52,30.68,11,0.24,2.6399999999999997,81,0.64,51.84,72,0.61,43.92,72,1.0,72.0,0.0,0.0,0.0,68,0.04,2.72,86,0.85,73.1,100,0.2,20.0,100,0.93,93.0,717.4199829101562,737.25,710.6900024414062,718.989990234375,0
2021-04-21,50,0.38,19.0,46,0.17,7.82,51,0.88,44.88,42,0.79,33.18,55,0.52,28.6,6,0.24,1.44,61,0.64,39.04,57,0.61,34.769999999999996,80,1.0,80.0,0.0,0.0,0.0,59,0.04,2.36,91,0.85,77.35,0,0.2,0.0,82,0.93,76.26,704.77001953125,744.8400268554688,698.0,744.1199951171875,0
2021-04-22,39,0.38,14.82,47,0.17,7.99,75,0.88,66.0,53,0.79,41.870000000000005,44,0.52,22.880000000000003,14,0.24,3.36,96,0.64,61.44,63,0.61,38.43,100,1.0,100.0,100.0,0.0,0.0,59,0.04,2.36,83,0.85,70.55,50,0.2,10.0,95,0.93,88.35000000000001,741.5,753.77001953125,718.0399780273438,719.6900024414062,1
2021-04-23,34,0.38,12.92,44,0.17,7.48,68,0.88,59.84,66,0.79,52.14,46,0.52,23.92,6,0.24,1.44,56,0.64,35.84,96,0.61,58.56,74,1.0,74.0,0.0,0.0,0.0,50,0.04,2.0,85,0.85,72.25,0,0.2,0.0,30,0.93,27.900000000000002,719.7999877929688,737.3599853515625,715.4600219726562,729.4000244140625,0
2021-04-24,44,0.38,16.72,67,0.17,11.39,72,0.88,63.36,64,0.79,50.56,8,0.52,4.16,9,0.24,2.16,15,0.64,9.6,100,0.61,61.0,37,1.0,37.0,0.0,0.0,0.0,100,0.04,4.0,73,0.85,62.05,0,0.2,0.0,20,0.93,18.6,719.7999877929688,737.3599853515625,715.4600219726562,729.4000244140625,0
2021-04-25,31,0.37,11.47,83,0.21,17.43,73,0.89,64.97,71,0.85,60.35,8,0.66,5.28,8,0.75,6.0,99,0.77,76.23,41,0.63,25.830000000000002,42,0.97,40.74,0.0,0.48,0.0,33,0.04,1.32,59,0.88,51.92,0,0.6,0.0,20,0.86,17.2,719.7999877929688,737.3599853515625,715.4600219726562,729.4000244140625,0
2021-04-26,50,0.37,18.5,63,0.21,13.229999999999999,80,0.89,71.2,81,0.85,68.85,94,0.66,62.040000000000006,100,0.75,75.0,69,0.77,53.13,73,0.63,45.99,74,0.97,71.78,0.0,0.48,0.0,59,0.04,2.36,95,0.88,83.6,51,0.6,30.599999999999998,36,0.86,30.96,741.0,749.2999877929688,732.6099853515625,738.2000122070312,1
2021-04-27,73,0.37,27.009999999999998,67,0.21,14.07,60,0.89,53.4,75,0.85,63.75,90,0.66,59.400000000000006,27,0.75,20.25,97,0.77,74.69,58,0.63,36.54,80,0.97,77.6,0.0,0.48,0.0,80,0.04,3.2,85,0.88,74.8,0,0.6,0.0,96,0.86,82.56,717.9600219726562,724.0,703.3499755859375,704.739990234375,1
2021-04-28,49,0.37,18.13,65,0.21,13.65,69,0.89,61.410000000000004,66,0.85,56.1,61,0.66,40.260000000000005,6,0.75,4.5,67,0.77,51.59,61,0.63,38.43,78,0.97,75.66,0.0,0.48,0.0,39,0.04,1.56,92,0.88,80.96,0,0.6,0.0,70,0.86,60.199999999999996,696.4099731445312,708.5,693.5999755859375,694.4000244140625,1
2021-04-29,71,0.37,26.27,58,0.21,12.18,77,0.89,68.53,62,0.85,52.699999999999996,69,0.66,45.54,4,0.75,3.0,67,0.77,51.59,61,0.63,38.43,74,0.97,71.78,0.0,0.48,0.0,38,0.04,1.52,96,0.88,84.48,0,0.6,0.0,75,0.86,64.5,699.510009765625,702.25,668.5,677.0,1
2021-04-30,38,0.37,14.06,58,0.21,12.18,71,0.89,63.19,67,0.85,56.949999999999996,63,0.66,41.580000000000005,2,0.75,1.5,54,0.77,41.58,41,0.63,25.830000000000002,69,0.97,66.92999999999999,0.0,0.48,0.0,48,0.04,1.92,94,0.88,82.72,0,0.6,0.0,87,0.86,74.82,667.5900268554688,715.469970703125,666.1400146484375,709.4400024414062,0
2021-05-01,21,0.37,7.77,7,0.21,1.47,74,0.89,65.86,85,0.85,72.25,14,0.66,9.24,0,0.75,0.0,38,0.77,29.26,38,0.63,23.94,51,0.97,49.47,49.0,0.48,23.52,26,0.04,1.04,78,0.88,68.64,100,0.6,60.0,56,0.86,48.16,667.5900268554688,715.469970703125,666.1400146484375,709.4400024414062,0
2021-05-02,48,0.31,14.879999999999999,12,0.44,5.28,83,0.88,73.04,94,0.8,75.2,10,0.47,4.699999999999999,0,0.04,0.0,39,0.7,27.299999999999997,38,0.69,26.22,44,0.9,39.6,100.0,0.97,97.0,27,0.04,1.08,65,0.88,57.2,0,0.8,0.0,44,0.84,36.96,667.5900268554688,715.469970703125,666.1400146484375,709.4400024414062,0
2021-05-03,32,0.31,9.92,8,0.44,3.52,70,0.88,61.6,79,0.8,63.2,67,0.47,31.49,49,0.04,1.96,57,0.7,39.9,80,0.69,55.199999999999996,75,0.9,67.5,0.0,0.97,0.0,54,0.04,2.16,94,0.88,82.72,87,0.8,69.60000000000001,49,0.84,41.16,703.7999877929688,706.0,680.5,684.9000244140625,1
2021-05-04,36,0.31,11.16,8,0.44,3.52,52,0.88,45.76,75,0.8,60.0,61,0.47,28.669999999999998,71,0.04,2.84,50,0.7,35.0,50,0.69,34.5,80,0.9,72.0,0.0,0.97,0.0,60,0.04,2.4,90,0.88,79.2,0,0.8,0.0,90,0.84,75.6,678.9400024414062,683.4500122070312,657.7000122070312,673.5999755859375,1
2021-05-05,37,0.31,11.47,9,0.44,3.96,76,0.88,66.88,62,0.8,49.6,53,0.47,24.91,48,0.04,1.92,33,0.7,23.099999999999998,80,0.69,55.199999999999996,85,0.9,76.5,0.0,0.97,0.0,38,0.04,1.52,86,0.88,75.68,43,0.8,34.4,70,0.84,58.8,681.0599975585938,685.2999877929688,667.3400268554688,670.9400024414062,1
2021-05-06,51,0.31,15.81,8,0.44,3.52,54,0.88,47.52,82,0.8,65.60000000000001,58,0.47,27.259999999999998,0,0.04,0.0,76,0.7,53.199999999999996,52,0.69,35.879999999999995,89,0.9,80.10000000000001,0.0,0.97,0.0,70,0.04,2.8000000000000003,89,0.88,78.32000000000001,0,0.8,0.0,88,0.84,73.92,680.760009765625,681.02001953125,650.0,663.5399780273438,1
2021-05-07,54,0.31,16.74,12,0.44,5.28,73,0.88,64.24,55,0.8,44.0,60,0.47,28.2,0,0.04,0.0,40,0.7,28.0,76,0.69,52.44,81,0.9,72.9,0.0,0.97,0.0,41,0.04,1.6400000000000001,93,0.88,81.84,0,0.8,0.0,41,0.84,34.44,665.7999877929688,690.0,660.219970703125,672.3699951171875,0
2021-05-08,53,0.31,16.43,23,0.44,10.12,71,0.88,62.48,66,0.8,52.800000000000004,8,0.47,3.76,0,0.04,0.0,54,0.7,37.8,76,0.69,52.44,49,0.9,44.1,0.0,0.97,0.0,44,0.04,1.76,75,0.88,66.0,0,0.8,0.0,37,0.84,31.08,665.7999877929688,690.0,660.219970703125,672.3699951171875,0
2021-05-09,43,0.52,22.36,100,1.0,100.0,65,1.0,65.0,81,0.9,72.9,9,0.65,5.8500000000000005,28,0.06,1.68,66,0.58,38.279999999999994,55,0.84,46.199999999999996,45,0.96,43.199999999999996,0.0,1.0,0.0,63,0.04,2.52,56,0.88,49.28,0,0.21,0.0,19,0.87,16.53,665.7999877929688,690.0,660.219970703125,672.3699951171875,0
2021-05-10,72,0.52,37.44,30,1.0,30.0,64,1.0,64.0,67,0.9,60.300000000000004,66,0.65,42.9,25,0.06,1.5,54,0.58,31.319999999999997,59,0.84,49.559999999999995,84,0.96,80.64,45.0,1.0,45.0,64,0.04,2.56,90,0.88,79.2,0,0.21,0.0,62,0.87,53.94,664.9000244140625,665.0499877929688,627.6099853515625,629.0399780273438,1
2021-05-11,75,0.52,39.0,14,1.0,14.0,64,1.0,64.0,67,0.9,60.300000000000004,100,0.65,65.0,0,0.06,0.0,76,0.58,44.08,62,0.84,52.08,100,0.96,96.0,0.0,1.0,0.0,47,0.04,1.8800000000000001,88,0.88,77.44,0,0.21,0.0,88,0.87,76.56,599.239990234375,627.0999755859375,595.5999755859375,617.2000122070312,0
2021-05-12,65,0.52,33.800000000000004,10,1.0,10.0,82,1.0,82.0,70,0.9,63.0,98,0.65,63.7,24,0.06,1.44,62,0.58,35.96,86,0.84,72.24,83,0.96,79.67999999999999,0.0,1.0,0.0,54,0.04,2.16,85,0.88,74.8,0,0.21,0.0,99,0.87,86.13,602.489990234375,620.4099731445312,586.77001953125,589.8900146484375,1
2021-05-13,71,0.52,36.92,12,1.0,12.0,86,1.0,86.0,59,0.9,53.1,91,0.65,59.15,50,0.06,3.0,43,0.58,24.939999999999998,67,0.84,56.28,91,0.96,87.36,0.0,1.0,0.0,8,0.04,0.32,88,0.88,77.44,0,0.21,0.0,67,0.87,58.29,601.5399780273438,606.4600219726562,559.6500244140625,571.6900024414062,1
2021-05-14,100,0.52,52.0,10,1.0,10.0,86,1.0,86.0,72,0.9,64.8,83,0.65,53.95,0,0.06,0.0,31,0.58,17.98,56,0.84,47.04,87,0.96,83.52,0.0,1.0,0.0,100,0.04,4.0,100,0.88,88.0,0,0.21,0.0,100,0.87,87.0,583.4099731445312,592.8699951171875,570.4600219726562,589.739990234375,0
2021-05-15,45,0.52,23.400000000000002,7,1.0,7.0,92,1.0,92.0,74,0.9,66.60000000000001,23,0.65,14.950000000000001,0,0.06,0.0,74,0.58,42.919999999999995,51,0.84,42.839999999999996,56,0.96,53.76,0.0,1.0,0.0,47,0.04,1.8800000000000001,73,0.88,64.24,0,0.21,0.0,39,0.87,33.93,583.4099731445312,592.8699951171875,570.4600219726562,589.739990234375,0
2021-05-16,43,0.47,20.209999999999997,9,0.24,2.16,83,0.91,75.53,88,0.85,74.8,12,0.58,6.959999999999999,28,0.04,1.12,49,0.72,35.28,66,0.88,58.08,42,0.85,35.699999999999996,50.0,0.5,25.0,45,0.04,1.8,55,0.86,47.3,51,0.0,0.0,38,0.74,28.12,583.4099731445312,592.8699951171875,570.4600219726562,589.739990234375,0
2021-05-17,62,0.47,29.139999999999997,8,0.24,1.92,62,0.91,56.42,81,0.85,68.85,77,0.58,44.66,50,0.04,2.0,29,0.72,20.88,63,0.88,55.44,69,0.85,58.65,0.0,0.5,0.0,16,0.04,0.64,91,0.86,78.26,0,0.0,0.0,73,0.74,54.019999999999996,575.5499877929688,589.72998046875,561.2000122070312,576.8300170898438,0
2021-05-18,52,0.47,24.439999999999998,5,0.24,1.2,82,0.91,74.62,80,0.85,68.0,81,0.58,46.98,100,0.04,4.0,34,0.72,24.48,83,0.88,73.04,80,0.85,68.0,0.0,0.5,0.0,55,0.04,2.2,90,0.86,77.4,0,0.0,0.0,73,0.74,54.019999999999996,568.0,596.25,563.3800048828125,577.8699951171875,0
2021-05-19,37,0.47,17.39,7,0.24,1.68,67,0.91,60.97,54,0.85,45.9,79,0.58,45.82,48,0.04,1.92,42,0.72,30.24,80,0.88,70.4,89,0.85,75.64999999999999,0.0,0.5,0.0,15,0.04,0.6,80,0.86,68.8,0,0.0,0.0,65,0.74,48.1,552.5499877929688,566.2100219726562,546.97998046875,563.4600219726562,0
2021-05-20,63,0.47,29.61,5,0.24,1.2,69,0.91,62.79,48,0.85,40.8,63,0.58,36.54,0,0.04,0.0,69,0.72,49.68,94,0.88,82.72,74,0.85,62.9,0.0,0.5,0.0,64,0.04,2.56,87,0.86,74.82,0,0.0,0.0,85,0.74,62.9,575.0,588.8499755859375,571.0700073242188,586.780029296875,0
2021-05-21,54,0.47,25.38,4,0.24,0.96,65,0.91,59.15,77,0.85,65.45,70,0.58,40.599999999999994,0,0.04,0.0,45,0.72,32.4,100,0.88,88.0,66,0.85,56.1,0.0,0.5,0.0,49,0.04,1.96,93,0.86,79.98,0,0.0,0.0,52,0.74,38.48,596.1099853515625,596.6799926757812,580.0,580.8800048828125,1
2021-05-22,34,0.47,15.979999999999999,4,0.24,0.96,100,0.91,91.0,100,0.85,85.0,14,0.58,8.12,29,0.04,1.16,86,0.72,61.919999999999995,46,0.88,40.48,42,0.85,35.699999999999996,0.0,0.5,0.0,19,0.04,0.76,66,0.86,56.76,0,0.0,0.0,33,0.74,24.419999999999998,596.1099853515625,596.6799926757812,580.0,580.8800048828125,1
2021-05-23,38,0.37,14.06,6,0.15,0.8999999999999999,96,0.86,82.56,91,0.81,73.71000000000001,11,0.5,5.5,0,0.01,0.0,61,0.62,37.82,55,0.71,39.05,46,0.73,33.58,0.0,0.0,0.0,18,0.03,0.54,53,0.83,43.989999999999995,0,0.2,0.0,38,0.77,29.26,596.1099853515625,596.6799926757812,580.0,580.8800048828125,1
2021-05-24,53,0.37,19.61,5,0.15,0.75,78,0.86,67.08,55,0.81,44.550000000000004,66,0.5,33.0,25,0.01,0.25,34,0.62,21.08,44,0.71,31.24,75,0.73,54.75,0.0,0.0,0.0,72,0.03,2.16,92,0.83,76.36,0,0.2,0.0,45,0.77,34.65,581.5999755859375,614.47998046875,573.6500244140625,606.4400024414062,0
2021-05-25,38,0.37,14.06,3,0.15,0.44999999999999996,58,0.86,49.88,64,0.81,51.84,82,0.5,41.0,25,0.01,0.25,89,0.62,55.18,44,0.71,31.24,69,0.73,50.37,0.0,0.0,0.0,72,0.03,2.16,87,0.83,72.21,0,0.2,0.0,79,0.77,60.83,607.3099975585938,613.989990234375,595.7100219726562,604.6900024414062,1
2021-05-26,28,0.37,10.36,3,0.15,0.44999999999999996,70,0.86,60.199999999999996,65,0.81,52.650000000000006,70,0.5,35.0,25,0.01,0.25,53,0.62,32.86,72,0.71,51.12,61,0.73,44.53,0.0,0.0,0.0,16,0.03,0.48,84,0.83,69.72,0,0.2,0.0,50,0.77,38.5,607.5599975585938,626.1699829101562,601.5,619.1300048828125,0
2021-05-27,39,0.37,14.43,4,0.15,0.6,73,0.86,62.78,66,0.81,53.46,68,0.5,34.0,0,0.01,0.0,74,0.62,45.88,74,0.71,52.54,79,0.73,57.67,0.0,0.0,0.0,48,0.03,1.44,87,0.83,72.21,46,0.2,9.200000000000001,68,0.77,52.36,620.239990234375,631.1300048828125,616.2100219726562,630.8499755859375,0
2021-05-28,20,0.37,7.4,3,0.15,0.44999999999999996,83,0.86,71.38,63,0.81,51.03,70,0.5,35.0,51,0.01,0.51,75,0.62,46.5,80,0.71,56.8,68,0.73,49.64,0.0,0.0,0.0,24,0.03,0.72,93,0.83,77.19,0,0.2,0.0,52,0.77,40.04,628.5,635.5900268554688,622.3800048828125,625.219970703125,1
2021-05-29,54,0.37,19.98,3,0.15,0.44999999999999996,84,0.86,72.24,73,0.81,59.13,8,0.5,4.0,0,0.01,0.0,33,0.62,20.46,72,0.71,51.12,35,0.73,25.55,0.0,0.0,0.0,18,0.03,0.54,74,0.83,61.419999999999995,0,0.2,0.0,51,0.77,39.27,628.5,635.5900268554688,622.3800048828125,625.219970703125,1
2021-05-30,27,0.33,8.91,4,0.16,0.64,70,0.85,59.5,70,0.78,54.6,8,0.35,2.8,0,0.02,0.0,100,0.65,65.0,44,0.65,28.6,37,0.63,23.31,0.0,0.0,0.0,45,0.04,1.8,52,0.83,43.16,0,0.21,0.0,45,0.55,24.750000000000004,628.5,635.5900268554688,622.3800048828125,625.219970703125,1
2021-05-31,27,0.33,8.91,3,0.16,0.48,83,0.85,70.55,88,0.78,68.64,8,0.35,2.8,28,0.02,0.56,33,0.65,21.45,38,0.65,24.7,28,0.63,17.64,0.0,0.0,0.0,53,0.04,2.12,63,0.83,52.29,0,0.21,0.0,13,0.55,7.15,628.5,635.5900268554688,622.3800048828125,625.219970703125,1
2021-06-01,20,0.33,6.6000000000000005,53,0.16,8.48,75,0.85,63.75,48,0.78,37.44,60,0.35,21.0,0,0.02,0.0,38,0.65,24.7,72,0.65,46.800000000000004,89,0.63,56.07,0.0,0.0,0.0,75,0.04,3.0,100,0.83,83.0,0,0.21,0.0,100,0.55,55.00000000000001,627.7999877929688,633.7999877929688,620.5499877929688,623.9000244140625,1
2021-06-02,64,0.33,21.12,61,0.16,9.76,47,0.85,39.949999999999996,77,0.78,60.06,88,0.35,30.799999999999997,25,0.02,0.5,78,0.65,50.7,58,0.65,37.7,100,0.63,63.0,0.0,0.0,0.0,60,0.04,2.4,91,0.83,75.53,0,0.21,0.0,70,0.55,38.5,620.1300048828125,623.3599853515625,599.1400146484375,605.1199951171875,1
